dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,FLAG
58e45e33d46cc6fa347e906b,2JSK2,experiment,echo,2,axis,longmire,4,9,4,10,2,141790,494496,186568,363475,128028,561211,636286,550043,689239,2564704,10.60,9.17,11.49,42.75,1.44,13,14,1,86243,29,20,Brazil,Other,Third,Math or Computer Sciences,Male,the second one (triangular),
58e45e33d46cc6fa347e906c,Z65A1,reverse,echo,4,axis,longmire,4,5,3,8,1,144957,313118,129106,461287,115309,621860,458075,590393,737169,2045305,7.63,9.84,12.29,34.09,-2.21,9,11,2,-132318,21,20,USA,Other,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45e33d46cc6fa347e906d,WM4OX,reverse,echo,4,longmire,axis,5,8,1,0,2,98111,344385,325172,411145,112472,516238,442496,736317,628710,2050708,7.37,12.27,10.48,34.18,-4.90,13,1,-12,-293821,16,20,USA,English,Second,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45e33d46cc6fa347e906e,9YM1Z,reverse,echo,4,longmire,axis,4,3,0,3,0,93422,338099,112987,161733,835691,75820,431521,274720,911511,1740197,7.19,4.58,15.19,29.00,2.61,7,3,-4,156801,10,21,USA,English,Fourth,Biomedical & Health Sciences,Female,the first one (linear,
58e45e33d46cc6fa347e906f,OOSCB,reverse,echo,3,longmire,axis,5,5,2,4,0,136358,353993,379281,446215,102961,322544,490351,825496,425505,1889229,8.17,13.76,7.09,31.49,-5.59,10,6,-4,-335145,16,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45e33d46cc6fa347e9070,0T69Q,reverse,echo,2,longmire,axis,4,4,2,0,1,116934,472023,276084,273019,694101,41730,588957,549103,735831,2017643,9.82,9.15,12.26,33.63,0.66,8,2,-6,39854,11,19,Korea,Other,First,Math or Computer Sciences,Male,the first one (linear,
58e45e33d46cc6fa347e9071,0O5R5,reverse,echo,2,axis,longmire,5,10,5,7,1,132647,271115,240896,432616,115521,1257100,403762,673512,1372621,2963956,6.73,11.23,22.88,49.40,-4.50,15,12,-3,-269750,28,18,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45e33d46cc6fa347e9072,1SZED,reverse,echo,2,longmire,axis,4,9,2,8,1,91464,296172,263062,222281,179377,563217,387636,485343,742594,1847544,6.46,8.09,12.38,30.79,-1.63,13,10,-3,-97707,24,21,USA,English,Third,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45e33d46cc6fa347e9073,RE9Z1,experiment,echo,0,axis,longmire,5,6,3,3,1,175448,229328,193595,374587,54284,492279,404776,568182,546563,1860234,6.75,9.47,9.11,31.00,-2.72,11,6,-5,-163406,18,18,USA,English,First,Humanities,Female,the first one (linear,
58e45e33d46cc6fa347e9074,DJ7X4,experiment,echo,2,longmire,axis,3,6,1,0,0,156949,377362,244968,331777,70638,442445,534311,576745,513083,1859069,8.91,9.61,8.55,30.98,-0.71,9,1,-8,-42434,10,21,USA,English,Third,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45e33d46cc6fa347e9075,26O5W,reverse,echo,3,longmire,axis,5,9,3,8,2,104292,336780,226991,385746,111113,678750,441072,612737,789863,2066367,7.35,10.21,13.16,34.44,-2.86,14,11,-3,-171665,27,23,Korea,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45e33d46cc6fa347e9076,AX24A,reverse,echo,4,longmire,axis,5,5,1,1,2,101902,270685,160133,344181,101721,464301,372587,504314,566022,1564066,6.21,8.41,9.43,26.07,-2.20,10,2,-8,-131727,14,21,USA,English,Fourth,Biomedical & Health Sciences,Female,the first one (linear,
58e45e33d46cc6fa347e9077,KV969,reverse,echo,2,axis,longmire,5,7,4,6,1,117935,240414,152513,319784,150721,355404,358349,472297,506125,1511963,5.97,7.87,8.44,25.20,-1.90,12,10,-2,-113948,23,22,USA,English,Fifth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88f1,QP34G,reverse,foxtrot,2,axis,longmire,5,4,5,8,1,199882,577400,188808,542450,285286,949852,777282,731258,1235138,2956385,12.95,12.19,20.59,49.27,0.77,9,13,4,46024,23,20,INDONESIA,Other,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45df9d46cc6fa347e88f2,NRVM6,experiment,foxtrot,2,longmire,axis,3,7,0,9,2,222758,621305,373252,360655,180922,751329,844063,733907,932251,2998922,14.07,12.23,15.54,49.98,1.84,10,9,-1,110156,21,19,China,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88f3,9CB27,experiment,foxtrot,3,axis,longmire,5,7,5,10,2,214140,481049,173075,388562,299313,1084394,695189,561637,1383707,2865357,11.59,9.36,23.06,47.76,2.23,12,15,3,133552,29,18,Mexico,Spanish,First,Math or Computer Sciences,Male,the first one (linear,
58e45df9d46cc6fa347e88f4,O4HU0,experiment,foxtrot,3,longmire,axis,2,8,1,9,0,149470,816164,274123,453766,1186143,224606,965634,727889,1410749,3753889,16.09,12.13,23.51,62.56,3.96,10,10,0,237745,20,28,Belarus,Other,Third,Math or Computer Sciences,Female,the second one (triangular),
58e45df9d46cc6fa347e88f5,LXM5D,experiment,foxtrot,2,longmire,axis,5,8,4,10,2,157034,625152,175590,354951,166457,860270,782186,530541,1026727,2722568,13.04,8.84,17.11,45.38,4.19,13,14,1,251645,29,19,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45df9d46cc6fa347e88f6,CZLGR,reverse,foxtrot,2,longmire,axis,4,6,5,8,0,87437,419564,302754,340350,196397,966667,507001,643104,1163064,2648298,8.45,10.72,19.38,44.14,-2.27,10,13,3,-136103,23,18,USA,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88f7,P3Y2J,experiment,foxtrot,2,axis,longmire,2,7,4,6,2,160366,464145,170828,465702,143233,632121,624511,636530,775354,2346793,10.41,10.61,12.92,39.11,-0.20,9,10,1,-12019,21,18,USA,English,First,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45df9d46cc6fa347e88f8,FSTGR,experiment,foxtrot,0,longmire,axis,2,5,4,8,0,138908,432540,212666,333309,103747,1235003,571448,545975,1338750,2834703,9.52,9.10,22.31,47.25,0.42,7,12,5,25473,19,18,USA,English,First,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45df9d46cc6fa347e88f9,UPEEJ,reverse,foxtrot,3,axis,longmire,4,7,2,5,2,161793,475703,158667,520995,223830,684386,637496,679662,908216,2469146,10.62,11.33,15.14,41.15,-0.70,11,7,-4,-42166,20,25,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45df9d46cc6fa347e88fa,90L9R,experiment,foxtrot,0,longmire,axis,4,5,1,1,0,185010,454757,329355,371944,58596,1058021,639767,701299,1116617,2787107,10.66,11.69,18.61,46.45,-1.03,9,2,-7,-61532,11,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88fb,5EC34,experiment,foxtrot,3,axis,longmire,5,8,2,9,2,175115,480923,167867,513287,192997,470979,656038,681154,663976,2402300,10.93,11.35,11.07,40.04,-0.42,13,11,-2,-25116,26,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88fc,BZ88S,reverse,foxtrot,0,axis,longmire,4,4,3,6,0,180765,361452,163088,459446,794759,201719,542217,622534,996478,2294960,9.04,10.38,16.61,38.25,-1.34,8,9,1,-80317,17,20,Korea,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88fd,TPMBF,experiment,foxtrot,3,longmire,axis,5,8,5,10,1,149793,440768,187945,374794,110447,757518,590561,562739,867965,2293758,9.84,9.38,14.47,38.23,0.46,13,15,2,27822,29,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e88fe,MJGHF,experiment,foxtrot,2,longmire,axis,4,8,5,9,2,146969,456221,222245,320003,174126,379022,603190,542248,553148,2152293,10.05,9.04,9.22,35.87,1.02,12,14,2,60942,28,21,USA,Other,Fourth,Biomedical & Health Sciences,Male,the second one (triangular),
58e45df9d46cc6fa347e88ff,G1J35,experiment,foxtrot,3,longmire,axis,4,7,5,9,2,85478,436772,163338,317073,488088,134473,522250,480411,622561,1772431,8.70,8.01,10.38,29.54,0.70,11,14,3,41839,27,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45df9d46cc6fa347e8900,GLAFZ,experiment,foxtrot,0,longmire,axis,5,7,4,8,0,124722,436649,314353,371009,194184,546082,561371,685362,740266,2150131,9.36,11.42,12.34,35.84,-2.07,12,12,0,-123991,24,21,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8901,GELJG,experiment,foxtrot,3,longmire,axis,5,6,4,8,2,127847,387040,235670,336611,721860,195512,514887,572281,917372,2202805,8.58,9.54,15.29,36.71,-0.96,11,12,1,-57394,25,19,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),
58e45df9d46cc6fa347e8902,848ON,experiment,foxtrot,3,longmire,axis,4,6,3,8,1,114659,505671,225099,304412,323366,426035,620330,529511,749401,2474019,10.34,8.83,12.49,41.23,1.51,10,11,1,90819,22,25,peru,Spanish,Fifth,Social Sciences (incl. CogSci),Male,the second one (triangular),
58e45df9d46cc6fa347e8903,EBFQN,experiment,foxtrot,0,axis,longmire,1,1,2,2,0,89195,146024,46732,141554,119487,830441,235219,188286,949928,1510910,3.92,3.14,15.83,25.18,0.78,2,4,2,46933,6,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8904,G50Y1,experiment,foxtrot,3,longmire,axis,3,6,1,0,1,156024,663731,520001,722194,170484,487373,819755,1242195,657857,3073885,13.66,20.70,10.96,51.23,-7.04,9,1,-8,-422440,11,29,USA,English,Fifth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8905,B705H,experiment,foxtrot,2,longmire,axis,5,5,5,8,1,159871,610422,394891,436450,863269,117880,770293,831341,981149,3123454,12.84,13.86,16.35,52.06,-1.02,10,13,3,-61048,24,23,USA,Other,Fifth,Biomedical & Health Sciences,Female,the second one (triangular),
58e45df9d46cc6fa347e8906,G3HTX,experiment,foxtrot,0,axis,longmire,5,6,5,8,1,133057,266800,147065,446711,175707,579052,399857,593776,754759,2573197,6.66,9.90,12.58,42.89,-3.23,11,13,2,-193919,25,20,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8907,TAL8M,experiment,foxtrot,0,longmire,axis,5,7,1,1,0,87490,363800,225513,346761,165988,567159,451290,572274,733147,2051062,7.52,9.54,12.22,34.18,-2.02,12,2,-10,-120984,14,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8908,OYVRD,experiment,foxtrot,2,axis,longmire,3,5,2,2,0,201411,376202,264009,595786,111108,431639,577613,859795,542747,2669329,9.63,14.33,9.05,44.49,-4.70,8,4,-4,-282182,12,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45df9d46cc6fa347e8909,12TUL,reverse,foxtrot,0,longmire,axis,5,9,4,8,1,138198,442784,266578,410230,420794,51659,580982,676808,472453,1992120,9.68,11.28,7.87,33.20,-1.60,14,12,-2,-95826,27,19,USA,English,Second,Social Sciences (incl. CogSci),Male,the second one (triangular),
58e45df9d46cc6fa347e890a,5SOSL,experiment,foxtrot,3,longmire,axis,4,6,0,0,0,104936,344619,137153,295682,356236,91927,449555,432835,448163,1564211,7.49,7.21,7.47,26.07,0.28,10,0,-10,16720,10,21,Philippines,Other,Third,Biomedical & Health Sciences,Female,the first one (linear,
58e45df9d46cc6fa347e890b,B2DME,experiment,foxtrot,0,axis,longmire,4,8,5,9,2,124036,326720,149258,254976,89833,932825,450756,404234,1022658,2253576,7.51,6.74,17.04,37.56,0.78,12,14,2,46522,28,21,United Kingdom,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80b1,BO123,experiment,golf,4,axis,longmire,3,8,5,5,2,280332,481351,177930,654560,170669,902562,761683,832490,1073231,3005988,12.69,13.87,17.89,50.10,-1.18,11,10,-1,-70807,23,22,USA,English,Fifth,Social Sciences (incl. CogSci),Male,the second one (triangular),
58e45dcad46cc6fa347e80b2,W4U0A,experiment,golf,0,axis,longmire,5,9,2,3,2,131233,407723,118142,628721,169371,721922,538956,746863,891293,2556579,8.98,12.45,14.85,42.61,-3.47,14,5,-9,-207907,21,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80b3,HO7VP,experiment,golf,4,longmire,axis,4,6,4,6,2,83534,307290,179151,370738,230866,1013578,390824,549889,1244444,2432847,6.51,9.16,20.74,40.55,-2.65,10,10,0,-159065,22,20,Vietnam,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80b4,19ZLL,experiment,golf,4,axis,longmire,3,6,3,7,0,196022,398254,168260,430291,856031,79548,594276,598551,935579,2438308,9.90,9.98,15.59,40.64,-0.07,9,10,1,-4275,19,18,USA,Mandarin or Cantonese,First,Biomedical & Health Sciences,Female,the first one (linear,
58e45dcad46cc6fa347e80b5,VRYKA,experiment,golf,0,axis,longmire,5,10,5,8,2,247783,655133,194642,574257,179505,848788,902916,768899,1028293,3098461,15.05,12.81,17.14,51.64,2.23,15,13,-2,134017,30,20,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45dcad46cc6fa347e80b6,D2CRL,experiment,golf,0,longmire,axis,4,9,0,0,2,154807,511957,379583,389911,117422,580240,666764,769494,697662,2348153,11.11,12.82,11.63,39.14,-1.71,13,0,-13,-102730,15,22,USA,English,Fifth,Biomedical & Health Sciences,Female,the first one (linear,
58e45dcad46cc6fa347e80b7,8LQCF,reverse,golf,0,axis,longmire,5,6,4,5,0,107080,190754,77010,310271,82809,730289,297834,387281,813098,1690850,4.96,6.45,13.55,28.18,-1.49,11,9,-2,-89447,20,25,USA,English,Fifth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80b8,5OBUK,experiment,golf,4,longmire,axis,5,8,3,9,1,170732,518899,160620,386906,135489,662799,689631,547526,798288,2317952,11.49,9.13,13.30,38.63,2.37,13,12,-1,142105,26,23,USA,English,Fourth,Biomedical & Health Sciences,Male,the first one (linear,
58e45dcad46cc6fa347e80b9,R0DD9,experiment,golf,4,axis,longmire,4,5,4,7,1,210374,413512,175864,415363,584690,166859,623886,591227,751549,2222255,10.40,9.85,12.53,37.04,0.54,9,11,2,32659,21,20,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45dcad46cc6fa347e80ba,7HF5H,experiment,golf,0,axis,longmire,4,10,2,3,2,188012,339873,245735,687463,182850,568261,527885,933198,751111,2522253,8.80,15.55,12.52,42.04,-6.76,14,5,-9,-405313,21,20,Iran,Other,Second,Natural Sciences,Male,the first one (linear,
58e45dcad46cc6fa347e80bb,EK01F,reverse,golf,0,longmire,axis,4,6,1,5,0,105340,528910,197051,385906,335135,588316,634250,582957,923451,2495058,10.57,9.72,15.39,41.58,0.85,10,6,-4,51293,16,22,China,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80bc,WW14N,experiment,golf,2,longmire,axis,5,6,4,7,2,157573,528990,221781,357843,616768,154074,686563,579624,770842,2541329,11.44,9.66,12.85,42.36,1.78,11,11,0,106939,24,20,Mexico,English,Third,Humanities,Male,the second one (triangular),
58e45dcad46cc6fa347e80bd,MFPR7,experiment,golf,4,longmire,axis,5,9,4,7,2,119632,354176,208701,378723,310532,172887,473808,587424,483419,1797861,7.90,9.79,8.06,29.96,-1.89,14,11,-3,-113616,27,21,USA,English,Fourth,Biomedical & Health Sciences,Female,the first one (linear,
58e45dcad46cc6fa347e80be,9ZMW8,experiment,golf,2,longmire,axis,5,6,5,10,2,122912,291687,122865,222552,83818,522825,414599,345417,606643,2069666,6.91,5.76,10.11,34.49,1.15,11,15,4,69182,28,19,Korea,Other,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45dcad46cc6fa347e80bf,DV3ER,experiment,golf,0,axis,longmire,5,10,3,8,1,142010,316509,154031,393201,143495,862788,458519,547232,1006283,2766646,7.64,9.12,16.77,46.11,-1.48,15,11,-4,-88713,27,20,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80c0,89RBJ,experiment,golf,4,axis,longmire,5,8,5,10,2,241977,499318,178459,479190,336502,829621,741295,657649,1166123,2881795,12.35,10.96,19.44,48.03,1.39,13,15,2,83646,30,20,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45dcad46cc6fa347e80c1,YQDA2,experiment,golf,4,longmire,axis,5,8,2,6,1,138093,423676,159548,269689,125797,533941,561769,429237,659738,1930090,9.36,7.15,11.00,32.17,2.21,13,8,-5,132532,22,18,USA,English,First,Biomedical & Health Sciences,Female,the second one (triangular),
58e45dcad46cc6fa347e80c2,K5P3L,experiment,golf,4,longmire,axis,4,8,1,6,2,256833,416083,374898,418638,134522,435339,672916,793536,569861,2294313,11.22,13.23,9.50,38.24,-2.01,12,7,-5,-120620,21,21,USA,Other,Third,Biomedical & Health Sciences,Male,the first one (linear,
58e45dcad46cc6fa347e80c3,C02DT,experiment,golf,4,axis,longmire,5,6,5,8,1,135569,276039,95248,433081,483064,79894,411608,528329,562958,2030752,6.86,8.81,9.38,33.85,-1.95,11,13,2,-116721,25,20,USA,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45d80d46cc6fa347e7aa8,Z10XW,reverse,hotel,4,axis,longmire,3,7,4,9,1,162334,415394,223771,526657,210668,1638056,577728,750428,1848724,3429892,9.63,12.51,30.81,57.16,-2.88,10,13,3,-172700,24,18,USA,English,First,Humanities,Female,the first one (linear,
58e45d80d46cc6fa347e7aa9,VJ2BM,reverse,hotel,4,axis,longmire,5,6,5,8,1,209990,432120,242096,760497,190201,869610,642110,1002593,1059811,3012797,10.70,16.71,17.66,50.21,-6.01,11,13,2,-360483,25,22,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45d80d46cc6fa347e7aaa,LTQOU,reverse,hotel,4,longmire,axis,5,9,4,8,2,226997,529243,240893,409844,277577,951739,756240,650737,1229316,2949448,12.60,10.85,20.49,49.16,1.76,14,12,-2,105503,28,19,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),
58e45d80d46cc6fa347e7aab,JC60L,experiment,hotel,2,longmire,axis,4,4,4,7,0,96524,441043,214487,317123,241928,511135,537567,531610,753063,2103872,8.96,8.86,12.55,35.06,0.10,8,11,3,5957,19,19,USA,English,First,Biomedical & Health Sciences,Male,the second one (triangular),
58e45d80d46cc6fa347e7aac,R9VP8,reverse,hotel,4,longmire,axis,4,6,2,4,2,135580,352171,239132,696309,268829,569713,487751,935441,838542,2536861,8.13,15.59,13.98,42.28,-7.46,10,6,-4,-447690,18,25,Korea,Other,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7aad,QBQGZ,reverse,hotel,4,axis,longmire,4,7,5,7,2,182318,313328,175418,436123,115392,413284,495646,611541,528676,1956320,8.26,10.19,8.81,32.61,-1.93,11,12,1,-115895,25,23,Guangdong,Mandarin or Cantonese,Other,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45d80d46cc6fa347e7aae,48ZDE,reverse,hotel,2,longmire,axis,4,6,1,0,0,141638,332482,177992,506330,1002009,135456,474120,684322,1137465,2548127,7.90,11.41,18.96,42.47,-3.50,10,1,-9,-210202,11,23,China,Mandarin or Cantonese,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7aaf,HDDC2,reverse,hotel,4,longmire,axis,4,4,3,8,2,141349,540112,196205,446558,245271,577705,681461,642763,822976,2455543,11.36,10.71,13.72,40.93,0.64,8,11,3,38698,21,21,India,Other,Third,Biomedical & Health Sciences,Female,the second one (triangular),
58e45d80d46cc6fa347e7ab0,UM82L,reverse,hotel,4,axis,longmire,5,7,5,10,1,153949,330287,198269,651058,141876,670935,484236,849327,812811,2438232,8.07,14.16,13.55,40.64,-6.08,12,15,3,-365091,28,19,USA,English,Second,Biomedical & Health Sciences,Male,the second one (triangular),
58e45d80d46cc6fa347e7ab1,5HR1X,reverse,hotel,3,longmire,axis,4,6,2,5,1,169896,676089,322392,743165,194998,554733,845985,1065557,749731,3088487,14.10,17.76,12.50,51.47,-3.66,10,7,-3,-219572,18,21,USA,Spanish,Fourth,Biomedical & Health Sciences,Female,the first one (linear,
58e45d80d46cc6fa347e7ab2,N0783,reverse,hotel,3,longmire,axis,4,6,4,7,1,128091,429446,242643,317581,623429,149441,557537,560224,772870,2197521,9.29,9.34,12.88,36.63,-0.04,10,11,1,-2687,22,22,TURKEY,Other,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7ab3,K015Z,experiment,hotel,3,longmire,axis,5,6,3,8,1,195498,582554,146878,351009,885111,74413,778052,497887,959524,2941130,12.97,8.30,15.99,49.02,4.67,11,11,0,280165,23,19,USA,English,Second,Math or Computer Sciences,Male,the second one (triangular),
58e45d80d46cc6fa347e7ab4,Z7V3J,reverse,hotel,4,longmire,axis,5,8,5,10,2,161514,467185,232402,415933,82431,769927,628699,648335,852358,2468519,10.48,10.81,14.21,41.14,-0.33,13,15,2,-19636,30,20,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),
58e45d80d46cc6fa347e7ab5,MP0MD,reverse,hotel,4,axis,longmire,5,7,4,9,2,156511,308336,113280,348872,241982,635526,464847,462152,877508,2137131,7.75,7.70,14.63,35.62,0.04,12,13,1,2695,27,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),
58e45d80d46cc6fa347e7ab6,WJHUD,reverse,hotel,2,axis,longmire,3,3,2,0,0,125144,191630,184991,272475,62325,714793,316774,457466,777118,1751730,5.28,7.62,12.95,29.20,-2.34,6,2,-4,-140692,8,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7ab7,4CG7N,experiment,hotel,4,axis,longmire,4,7,4,6,1,271913,669796,282032,641646,178601,539176,941709,923678,717777,2908012,15.70,15.39,11.96,48.47,0.30,11,10,-1,18031,22,21,USA,English,Third,Biomedical & Health Sciences,Female,the second one (triangular),
58e45d80d46cc6fa347e7ab8,D0YUO,experiment,hotel,2,longmire,axis,5,4,1,0,2,131371,414306,252411,401331,102042,708644,545677,653742,810686,2224933,9.09,10.90,13.51,37.08,-1.80,9,1,-8,-108065,12,20,USA,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7ab9,4NF5A,reverse,hotel,4,axis,longmire,4,5,5,9,2,112896,274399,141638,320349,188706,528603,387295,461987,717309,1830937,6.45,7.70,11.96,30.52,-1.24,9,14,5,-74692,25,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7aba,LN6PH,reverse,hotel,0,longmire,axis,5,8,2,0,1,149924,554473,405874,752630,230573,913784,704397,1158504,1144357,3238271,11.74,19.31,19.07,53.97,-7.57,13,2,-11,-454107,16,33,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,
58e45d80d46cc6fa347e7abb,6FBAA,experiment,hotel,4,longmire,axis,4,6,3,6,1,141257,410629,130265,238523,100622,312908,551886,368788,413530,1560590,9.20,6.15,6.89,26.01,3.05,10,9,-1,183098,20,23,Iran,Other,Third,Biomedical & Health Sciences,Female,the second one (triangular),
58e45d80d46cc6fa347e7abc,K9QVH,experiment,hotel,0,axis,longmire,5,6,3,7,1,175314,321338,144328,415672,179159,757197,496652,560000,936356,2343899,8.28,9.33,15.61,39.06,-1.06,11,10,-1,-63348,22,27,Korea,Other,Third,Social Sciences (incl. CogSci),Male,the first one (linear,
58e45d80d46cc6fa347e7abd,S68K6,reverse,hotel,2,longmire,axis,4,8,1,0,1,121675,341511,401617,436389,96921,582575,463186,838006,679496,2281466,7.72,13.97,11.32,38.02,-6.25,12,1,-11,-374820,14,19,USA,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Male,the first one (linear,
